Processor Speed,Processor Cores,RAM Gbs,Storage Gbs,Display Inches,GPU Model,USB Ports,Operating System,Weight,url,Battery mAh
4.3GHz,,32GB,1000GB,15.6,AMD Radeon Graphics,5,None,1.78kg,https://www.pccomponentes.com/portatil-acer-aspire-3-15-a315-44p-r900-amd-ryzen-7-5700u-32gb-1tb-ssd-156,
2500,4,16,512,,,1,Windows 11 Pro,1.5,https://www.pccomponentes.com/portatil-dell-latitude-3450-intel-core-ultra-5-125u-16gb-512gb-ssd-14,
,8,,,,NVidia RTX,4,Windows,,https://www.pccomponentes.com/portatil-gigabyte-aero-14-oled-bmf-h2esbb3sh-intel-core-i7-13620h-16gb-512gb-ssd-rtx-4050-14,
,16,64,1000,15.6,NVidia RTX 4080,4,,,https://www.pccomponentes.com/gigabyte-aorus-17x-axg-64es665sh-intel-core-i9-14900hx-32gb-2tb-ssd-rtx-4080-173,
4GHz,8,16,512,15.6,Nvidia GeForce RTX 4080 Ti,3,Windows 11 Home,2.35,https://www.pccomponentes.com/hp-omen-16-wd0002ns-intel-core-i7-13620h-32gb-1tb-ssd-rtx-4060-161,
2.8,4,4,64,12.5,,3,Windows 10 Pro,1.31,https://www.pccomponentes.com/lenovo-300e-intel-celeron-n4120-4gb-128gb-ssd-116-tactil,
4GHz,,16,512,15,Qualcomm Adreno,3,Windows 11 Home,1.34,https://www.pccomponentes.com/portatil-microsoft-surface-laptop-7-negro-qualcomm-snapdragon-x-elite-x1e-80-100-16gb-512gb-ssd-15-tactil,
,,16 GB,512,15.6,NVidia GeForce RTX 4080 Ti,,,,https://www.pccomponentes.com/pccom-revolt-4060-intel-core-ultra-7-155h-16gb-1tb-ssd-rtx-4060-16-windows-11-home,52000
2.9,8,16,512,14,,3,Windows 11 Pro,1.56,https://www.pccomponentes.com/portatil-samsung-galaxy-book5-pro-dynamic-amoled-2x-intel-core-ultra-7-258v-32gb-512gb-ssd-16-tactil,
,8,16,512,,NVidia GeForce RTX 3060,3,Windows 11 Pro,1.62,https://www.pccomponentes.com/portatil-dell-precision-3590-intel-core-ultra-7-155h-32gb-1tb-ssd-rtx-500-156,42000
,8,16,512,15.6,NVidia GeForce RTX,4,,,https://www.pccomponentes.com/gigabyte-g6-kf-h3es853sd-intel-core-i7-13620h-16gb-512gb-ssd-rtx-4060-16,
,,,1,,NVidia GeForce RTX,,Windows,,https://www.pccomponentes.com/portatil-hp-omen-17-db0009ns-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4060-173,
4.6 GHz,10,16,512,14,Intel Iris Xe,3,Windows 11 Home,1.51,https://www.pccomponentes.com/portatil-hp-pavilion-x360-14-ek1054ns-intel-core-i5-1335u-16gb-512gb-ssd-14-tactil,
4.60GHz,10,16,512,14,Intel UHD Graphics,4,Windows 11 Pro,1.38,https://www.pccomponentes.com/hp-probook-440-g10-intel-core-i5-1335u-16-gb-512gb-ssd-14,
1.8 GHz,4,16,512,15.6,,3,Windows 11 Pro,1.38 kg,https://www.pccomponentes.com/portatil-lenovo-thinkbook-14-g7-iml-intel-core-ultra-7-155h-32gb-1tb-ssd-14,
5.0GHz,10C (2P + 8E) / 12T,16GB,512GB,14,Integrated Intel Iris Xe,5,Windows 11 Pro,1.12 kg,https://www.pccomponentes.com/lenovo-thinkpad-x1-carbon-gen-11-intel-core-i7-1355u-16gb-512gb-ssd-14,
,4,8,64,14,,3,,1.65,https://www.pccomponentes.com/portatil-lenovo-v15-g4-iah-intel-core-i5-13420h-16gb-512gb-ssd-156,
4GHz,Not specified,16,512,13,Qualcomm Adreno,2,Windows 11 Home,0.895,https://www.pccomponentes.com/portatil-microsoft-surface-pro-11-oled-negro-qualcomm-snapdragon-x-elite-x1e-80-100-16gb-512gb-ssd-13-tactil,53
4,,16,512,13,Qualcomm Adreno™,3,Windows 11 Home,0.895,https://www.pccomponentes.com/portatil-microsoft-surface-pro-11-oled-platino-qualcomm-snapdragon-x-elite-x1e-80-100-16gb-512gb-ssd-13-tactil,
,8,16,512,15.6,NVidia GeForce RTX,3,,,https://www.pccomponentes.com/pccom-legend-4060-intel-core-i9-14900hx-32gb-2tb-ssd-rtx-4060-16-windows-11-home,
65,4,8,,15.6,,3,Windows 11 Pro,1.23,https://www.pccomponentes.com/portatil-samsung-galaxy-book5-pro-dynamic-amoled-2x-intel-core-ultra-7-258v-32gb-1tb-ssd-14-tactil,
4.3GHz,12C/DodecaCore,16GB,512GB,16,Intel Graphics,4,Windows 11 Pro 64 bits,1.85Kg,https://www.pccomponentes.com/portatil-asus-expertbook-b3-b3604cma-q90698x-intel-core-ultra-5-125u-16gb-512gb-ssd-16,
,,,,,NVidia RTX 4080 Ti,3,Windows (Spanish),,https://www.pccomponentes.com/portatil-asus-proart-p16-oled-h7606wi-me034w-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-rtx-4070-16-tactil,
5.1,16,32,1,14,,4,Windows 11 Home,1.65,https://www.pccomponentes.com/asus-zenbook-duo-ux8406ma-pz255w-intel-evo-edition-intel-core-ultra-9-185h-32gb-1tb-ssd-14-tactil,
5.1GHz,12C/DodecaCore,32,1000,16,AMD Radeon 890M,4,Windows 11 Home,1.5,https://www.pccomponentes.com/portatil-asus-zenbook-s-16-oled-um5606wa-rk320w-amd-ryzen-ai-9-365-32gb-1tb-ssd-16,
,1,16 GB,512 GB,15.6 inches,Intel UHD,8,Windows 11 Home,1.6 kg,https://www.pccomponentes.com/portatil-blackview-acebook-8-intel-core-n97-16gb-512gb-156-teclado-ingles,
5.0,14,64,2048,15.6,NVidia GeForce RTX 3050,4,Windows 11 Pro,2.1,https://www.pccomponentes.com/portatil-deep-gaming-nubian-15-intel-core-i7-13620h-64gb-2tb-ssd-rtx-3050-156,
2.4,8,16,512,,,2,Windows 11 Pro,1.81,https://www.pccomponentes.com/portatil-dell-latitude-3550-intel-core-ultra-5-125u-16gb-512gb-ssd-156,4540
3.5,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,4,Windows 11 Home 64 Bits,2.1,https://www.pccomponentes.com/portatil-gigabyte-aero-16-oled-bsf-h3es954sh-intel-core-i7-13620h-16gb-1tb-ssd-rtx-4070-16,
3.8 GHz,8,8,512,15.6,Intel UHD,4,Windows 11 Home,1.59 kg,https://www.pccomponentes.com/hp-15-fd0037ns-intel-core-i3-n305-8gb-512gb-ssd-156,
2.4 GHz,8,16,512,14,,3,FreeDOS,1.59,https://www.pccomponentes.com/portatil-hp-15-fd0129ns-intel-core-i5-1235u-16gb-512gb-ssd-156,
4.60GHz,10,16,512,15.6,Intel Iris Xe Graphics,3,Windows 11 Pro,1.52,https://www.pccomponentes.com/hp-250-g10-intel-core-i5-1335u-16gb-512gb-ssd-156,
,24,32,1TB,16.1,NVIDIA GeForce RTX 4060,5,FreeDOS,"2,39 kg",https://www.pccomponentes.com/portatil-hp-omen-16-wf1023ns-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4060-161,
5.5 GHz,20,32,1,16.1,NVidia GeForce RTX 4070,5,Windows 11 Home,2.39,https://www.pccomponentes.com/portatil-hp-omen-16-wf1024ns-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4070-161,
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,2,Windows,3.1,https://www.pccomponentes.com/portatil-hp-omen-17-db0006ns-amd-ryzen-9-8945hs-32gb-1tb-ssd-rtx-4060-173,
3.4 GHz,12,16 GB,1 TB,14,Qualcomm Adreno,3,Windows 11 Home,1.34 kg,https://www.pccomponentes.com/portatil-hp-omnibook-x-14-fe0006ns-qualcomm-snapdragon-x-elite-x1e-78-100-16gb-1tb-ssd-14-tactil,
,4,16,512,13.5,GeForce RTX series 30,6,Windows 11 Home,1.299,https://www.pccomponentes.com/portatil-lg-gram-16z90r-ead78b-intel-evo-core-i7-1360p-32gb-1tb-ssd-rtx-3050-16,
1.4GHz,16,32,2048,17,Intel Arc Graphics,6,Windows 11 Home,1350,https://www.pccomponentes.com/portatil-lg-gram-17z90s-gad7bb-intel-evo-core-ultra-7-155h-32gb-2tb-ssd-17,
4.9GHz,10C,16GB,1TB,15.6,Integrated Intel UHD Graphics,3,Sin Sistema Operativo,1.62kg,https://www.pccomponentes.com/portatil-lenovo-ideapad-slim-3-15irh8-intel-core-i7-13620h-16gb-1tb-ssd-156,
up to 4.0 GHz,8,16,512,14,,3,Windows 11 Pro,1.38,https://www.pccomponentes.com/portatil-lenovo-thinkbook-14-g7-iml-intel-core-ultra-5-125u-16gb-512gb-ssd-14,
,,,,,,Multiple,None,,https://www.pccomponentes.com/msi-pulse-16-ai-c1vfkg-023xes-intel-core-ultra-9-185h-32gb-1tb-ssd-rtx-4060-16,
4.8 GHz,14,32,1,15.6,NVidia RTX,13,,,https://www.pccomponentes.com/msi-vector-gp66hx-12uhs-204xes-intel-core-i7-12800hx-32gb-1tb-ssd-rtx-3080ti-156,
Base speed not mentioned,8,16,512,15.6,NVidia RTX 4080 Ti,4,,,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a14-2024-fa401uu-rg025-amd-ryzen-7-8845hs-32gb-1tb-ssd-rtx-4050-14,
,8,16,512,14,Intel Arc 140T,4,Windows 11 Home,1.28,https://www.pccomponentes.com/portatil-asus-zenbook-14-oled-ux3405ca-pz284w-intel-core-ultra-7-255h-16gb-1tb-ssd-14-tactil,
4.7 GHz,10,8,512,15.6,Intel Iris Xe Graphics,3,Windows 11 Home,1.84,https://www.pccomponentes.com/acer-extensa-15-ex215-55-71de-intel-core-i7-1255u-8gb-512gb-ssd-156,
2.0 GHz,8,16,1,15.6,AMD Vega 7,4,,1.7,https://www.pccomponentes.com/portatil-alurin-flex-advance-amd-ryzen-7-5825u-1tb-16gb-156,
2.5 GHz,4,8,500,15.6,Intel Iris Xe,3,,1.7,https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-8gb-500gb-ssd-156,4000
2.5,4,16,512,15.6,,3,,,https://www.pccomponentes.com/gigabyte-g5-mf5-52es354sd-intel-core-i5-13500h-16gb-1tb-ssd-rtx-4050-156,
up to 1.0 GHz,4,8,512,14.5,,2,Windows 11 Pro,1.1,https://www.pccomponentes.com/lenovo-thinkpad-x12-detachable-intel-core-i5-1130g7-16-gb-512gb-ssd-123-tactil,
4.7GHz,8,16,512,13.3,AMD Radeon 680M Graphics,2,Windows 11 Pro,1.19,https://www.pccomponentes.com/lenovo-thinkpad-z13-amd-ryzen-7-pro-6850h-16gb-512gb-ssd-133,
3.70GHz,10,16,512,15.6,Intel Iris Xe Graphics,5,Windows 11 Pro,1.65,https://www.pccomponentes.com/lenovo-v15-g4-iru-intel-core-i7-1355u-16gb-512gb-ssd-156,
2.0 GHz,8,32,1,15.6,AMD Vega 7,4,Sin sistema operativo,1.7,https://www.pccomponentes.com/portatil-portatil-alurin-flex-advance-amd-ryzen-7-5825u-32gb-1tb-ssd-156,4000
,8,16,512,13.3,Intel Iris Xe Graphics,4,Windows 11 Pro,1.23,https://www.pccomponentes.com/portatil-samsung-galaxy-book5-pro-dynamic-amoled-2x-intel-core-ultra-5-226v-16gb-512gb-ssd-14-tactil,
,8,24,512,15.6,AMD Radeon 680M,4,WINDOWS 11,1702,https://www.pccomponentes.com/portatil-vanwin-grey-amd-ryzen-9-6900hx-24gb-512gb-ssd-156,4000
,2,8,512,11.6,Intel UHD Graphics 600,,Windows 11 Edición Profesional,,https://www.pccomponentes.com/portatil-vanwin-notebook-360-intel-celeron-n4020c-8gb-512gb-ssd-116-tactil-gris,
,16,16,512,15.6,,5,Windows 11 PRO,1.8,https://www.pccomponentes.com/portatil-vanwin-portatil-intel-n95-16gb-512gb-ssd-156,4000
3.40GHz,10,16GB,512GB,17.3,Intel Iris Xe Graphics,5,,2.1kg,https://www.pccomponentes.com/asus-vivobook-17-f1704va-au235-intel-core-i5-1335u-16gb-512gb-ssd-173,
4.75,8,32,1,15.6,AMD Radeon 680M,2,Windows 11 Home 64 Bits,1.4,https://www.pccomponentes.com/asus-zenbook-15-oled-um3504da-ma386w-amd-ryzen-7-7735u-32gb-1tb-ssd-156,
,8,8,256,15.3,,,M3 de Apple,,https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-256gb-ssd-gpu-10-nucleos-153-blanco-estrella,
,4,16,512,16,Intel Iris Plus Graphics,5,Windows 11 Pro,1.6,https://www.pccomponentes.com/portatil-blackview-acebook-12-intel-core-i5-1030ng7-16gb-512gb-16-windows-11-pro,
,,,,,NVidia GeForce RTX 4080 Ti,,,,https://www.pccomponentes.com/portatil-gigabyte-g5-kf5-h3pt354kd-intel-core-i7-13620h-16gb-1tb-ssd-rtx-4060-156,
2.5 GHz,8,16,512,,,3,Windows 11 Home,1.4,https://www.pccomponentes.com/portatil-hp-14-ep1002ns-intel-core-ultra-7-155h-16gb-1tb-ssd-14,
Base speed,8,16,512,14,None (Integrated),3,Windows 11 Home,2.08,https://www.pccomponentes.com/hp-17-cn3002ns-intel-core-i3-n305-8gb-512gb-ssd-173,
4.4GHz,6,8,512,15.6,Intel UHD Graphics,3,Windows 11 Home 64 bits,1.74,https://www.pccomponentes.com/hp-250-g9-intel-core-i3-1215u-8-gb-512gb-ssd-156,
4.4 GHz,6,8,256,15.6,Intel UHD Graphics,3,,1.74 kg,https://www.pccomponentes.com/hp-250-g9-intel-core-i3-1215u-8gb-256-gb-ssd-156,
1.6 GHz,4,16 GB,256 GB,13.3,Intel UHD Graphics 620,5,Windows 10 Pro 64 bits,1.33 kg,https://www.pccomponentes.com/hp-elitebook-830-g6-intel-core-i5-8265u-16gb-256gb-ssd-133,
4.8,16,32,512,14,Integrated Intel ARC,5,Windows 11 Home,1.44,https://www.pccomponentes.com/hp-pavilion-plus-14-ew1018ns-intel-core-ultra-7-155h-32gb-512gb-ssd-14,
,,,,15.6,NVidia GeForce RTX 4080 Ti,4,Windows,,https://www.pccomponentes.com/portatil-hp-victus-16-r1041ns-intel-core-i7-14650hx-32gb-1tb-ssd-rtx-4070-161,72000
5.0 GHz,14,16 GB,512 GB,16.1,NVidia GeForce RTX 4050,5,FreeDOS (Sin Sistema Operativo),2.33 kg,https://www.pccomponentes.com/hp-victus-16-r0009ns-intel-core-i7-13700h-16gb-512gb-ssd-rtx-4050-161,
3.70GHz,10,8,512,15.6,Intel Iris Xe Graphics,4,Windowsu00A0Home,1.65,https://www.pccomponentes.com/lenovo-v15-g4-iru-intel-core-i7-1355u-8gb-512gb-ssd-156,
4.1GHz,4,8,256,15.6,Integrada AMD Radeon™ 610M Graphics,3,Windows 11 Pro,1.65,https://www.pccomponentes.com/lenovo-v15-gen4-amn-amd-ryzen-3-7320u-8gb-256gb-ssd-156,
5.00GHz,10,16,512,17.3,Intel Iris Xe Graphics,4,Windows 11 Home,2.02,https://www.pccomponentes.com/lenovo-v17-g4-iru-intel-core-i7-1355u-16gb-512gb-ssd-173,
4.90GHz,10,32,1,15.6,NVIDIA GeForce RTX 4070,5,,2.25 kg,https://www.pccomponentes.com/msi-katana-15-b13vgk-1407xes-intel-core-i7-13620h-32gb-1tb-ssd-rtx-4070-156,
,8,16,512,15.6,NVidia RTX 4080 Ti,3,,4.3,https://www.pccomponentes.com/portatil-medion-erazer-defender-p50-md62643-intel-core-i7-12650h-16gb-1tb-ssd-rtx-4060-173,
4GHz,no specified number of cores,16 GB,512 GB,13.8,Qualcomm Adreno,4,Windows 11 Home,0.895 kg,https://www.pccomponentes.com/portatil-microsoft-surface-laptop-7-negro-qualcomm-snapdragon-x-elite-x1e-80-100-16gb-512gb-ssd-138-tactil,
,8,16,512,15.6,NVidia GeForce RTX,3,,2.2,https://www.pccomponentes.com/pccom-revolt-4060-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4060-16,
2.5 GHz,4,16 GB,512 GB,13.7 inches,Intel Arc Graphics 130V,1,Windows 11 Pro,1.46 kg,https://www.pccomponentes.com/portatil-samsung-galaxy-book5-360-amoled-intel-core-ultra-5-226v-16gb-512gb-ssd-156-tactil,
,2,8,256,11.6,Intel UHD Graphics 600,4,Windows 11 Edición Profesional,,https://www.pccomponentes.com/vanwin-notebook-360-intel-n4020c-8gb-256gb-ssd-116-tactil,
,4,64,512,14,Intel UHD Graphics,4,Windows 11 Pro,1.34,https://www.pccomponentes.com/portatil-asus-expertbook-b5-b5404cma-q50365x-intel-core-ultra-5-125h-16gb-512gb-ssd-14,63 Wh ( equivalent to approximately 4480 mAh )
2.4,,16,512,14,,6,Windows 11 Pro,1.34,https://www.pccomponentes.com/portatil-asus-expertbook-b5-b5404cma-q50366x-intel-core-ultra-7-155h-16gb-512gb-ssd-14,63
,8,8,512,14,Intel Iris Xe Graphics,4,Windows 11 Home,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj749w-intel-core-i7-1355u-16gb-512gb-ssd-156,
4.6,10,16,512,17.3,Intel Iris Xe Graphics,4,Windows 11 Home,2.1,https://www.pccomponentes.com/asus-vivobook-17-f1704va-au186w-intel-core-i5-1335u-16gb-512gb-ssd-173,
2.5,4,8,256,13.3,,3,Windows 11 Home,1,https://www.pccomponentes.com/portatil-asus-zenbook-s-13-oled-ux5304ma-nq075w-intel-evo-core-ultra-7-155u-16gb-512gb-ssd-133,
4.4,10,8,512,15.6,Intel Iris Xe Graphics,3,Windows 11 Home,1.84,https://www.pccomponentes.com/acer-extensa-15-ex215-55-58px-intel-core-i5-1235u-8gb-512gb-ssd-156,
,,8,500,15.6,AMD Vega 7,4,Windows 11,1.7,https://www.pccomponentes.com/alurin-flex-advance-amd-ryzen-7-5700u-8gb-500gb-ssd-156-windows-11-home,4000
10,8,16,256,13.3,,2,macOS,1.24,https://www.pccomponentes.com/portatil-apple-macbook-air-apple-m2-8-nucleos-16gb-256gb-ssd-gpu-8-nucleos-136-blanco-estrella,
1.6,4,16,512,,Intel Iris Xe,2,Windows 10 Home,1.48,https://www.pccomponentes.com/portatil-dell-latitude-5400-intel-core-i5-8365u-16gb-512gb-ssd-14,6400
4.90GHz,10,16,1TB,15.6,NVidia GeForce RTX 4050,7,FreeDOS,2.08,https://www.pccomponentes.com/portatil-gigabyte-g5-mf5-h2es354kd-intel-core-i7-13620h-16gb-1tb-ssd-rtx-4050-156,
4.6 GHz,10,16,1,14,Intel Iris Xe,4,Windows 11 Home,1.51,https://www.pccomponentes.com/hp-pavilion-x360-14-ek1040ns-intel-core-i5-1335u-16gb-1tb-ssd-14-tactil,
4.8 GHz,12,16 GB,512 GB,14,Intel Graphics,5,Windows 11 Pro,1.39 kg,https://www.pccomponentes.com/portatil-hp-probook-440-g11-intel-core-ultra-7-155u-16gb-512gb-ssd-14,
,4,16,512,14,Integrated,2,Windows 11 Pro,1.38,https://www.pccomponentes.com/hp-probook-440-gen10-intel-core-i7-1355u-16gb-512gb-ssd-14,42000
Base speed of 2.4 GHz,8,16,512,14,,3,Windows 11 Pro,1.38,https://www.pccomponentes.com/portatil-lenovo-thinkbook-14-g7-iml-intel-core-ultra-5-125u-8gb-256gb-ssd-14,
3.0GHz,8,16,256,13.3,Qualcomm Adreno 690,2,Windows 11 Pro (on ARM),1.06,https://www.pccomponentes.com/lenovo-thinkpad-x13s-g1-qualcomm-snapdragon-8cx-gen-3-16gb-256gb-ssd-133,
2 GHz,8,8,512,15.6,AMD Radeon Graphics,3,Windows 11 Home,1.65,https://www.pccomponentes.com/portatil-lenovo-v15-g4-abp-amd-ryzen-7-7730u-8gb-512gb-ssd-156,
4.10 GHz,2,8,256,15.6,Intel UHD,3,,1770,https://www.pccomponentes.com/primux-ioxbook-k15-intel-core-i3-1115g4-8gb-256gb-ssd-156,5921
,8,16,512,14,,3,Windows 11 Pro,1.69,https://www.pccomponentes.com/portatil-asus-expertbook-b1-b1502cva-bq1638x-intel-core-i3-1315u-8gb-512gb-ssd-156,
,4,8,256,14,Intel Iris Xe Graphics,4,,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj1704-intel-core-i7-1355u-16gb-512gb-ssd-156,
2.9,4,8,256,14,,4,Windows 11 Home,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj1709w-intel-core-i5-1334u-8gb-512gb-ssd-156,
3.70GHz,10,16,512,17.3,Intel Iris Xe Graphics,4,Windows 11 Home,2.1,https://www.pccomponentes.com/asus-vivobook-17-f1704va-au187w-intel-core-i7-1355u-16gb-512gb-ssd-173,
4.7 GHz,10,16 GB,512 GB,14 inches,Intel Iris Xe Graphics,4,Windows 10 Pro,1.6 kg,https://www.pccomponentes.com/acer-travelmate-p2-tmp214-54-76g8-intel-core-i7-1255u-16gb-512gb-ssd-14,
2.6 GHz,4,8 GB,256 GB,15.6,Intel Iris Xe,3,Windows 11,1.7,https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i3-1125g4-8gb-256gb-ssd-156-windows-11-pro-essential-maletin,4000
2.5 GHz,4,16,256,15.4,Intel Iris Plus Graphics,4,macOS Sierra,1.83,https://www.pccomponentes.com/apple-macbook-pro-touch-bar-intel-core-i7-16gb-512gb-ssd-radeon-pro-560-154-gris-espacial-teclado-ingles,
2.5,4,8,512,14,Intel UHD Graphics,4,Windows 11 Home,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-f1504va-nj1709w-intel-core-i5-1334u-16gb-512gb-ssd-156,
2.8GHz,4,8,256,15.6,Intel Iris Plus 655,3,Windows 10 Home,,https://www.pccomponentes.com/denver-nbq-15147ses-intel-core-i5-8259u-8gb-256gb-ssd-156,3200
4.60GHz,10,8,512,15.6,Intel Iris Xe,3,,1.59,https://www.pccomponentes.com/hp-15-fd0055ns-intel-core-i5-1334u-8gb-512gb-ssd-156,
,6,8,512,15.6,AMD Radeon,3,Windows 11 Home,1.69,https://www.pccomponentes.com/hp-15s-eq2195ns-amd-ryzen-5-5500u-8gb-512gb-ssd-156,
,4,8,512,14,Intel Iris Xe Graphics,3,Windows 11 Home,2.08,https://www.pccomponentes.com/hp-17-cn3004ns-intel-core-i5-1334u-16gb-512gb-ssd-173,
5.1 GHz,8,16,1000,16,Intel ARC,4,Windows 11 Home,1.8,https://www.pccomponentes.com/hp-pavilion-16-ag0000ns-amd-ryzen-7-8840u-16gb-1tb-ssd-16,
"4,6 GHz",10,16,512,15.6,Intel UHD (integrado),5,Windows 11 Pro,1.79,https://www.pccomponentes.com/hp-probook-450-g10-intel-core-i5-1335u-16-gb-512gb-ssd-156,
1.1 GHz,2,4 GB,128 GB,11.6 inches,Intel UHD Graphics 600,3,Windows 10 Pro (National Academic License),1.21 kg,https://www.pccomponentes.com/lenovo-100e-intel-celeron-n4020-4gb-128gb-ssd-116,
4.6GHz,8,16,1,16,Intel UHD Graphics,3,Windows 11 Home,,https://www.pccomponentes.com/portatil-lenovo-ideapad-slim-3-16irh8-intel-core-i5-13420h-16gb-1tb-ssd-16,
4.60GHz,10,8,256,14,Intel Iris Xe,4,Windows 11 Pro 64 bits,1.43,https://www.pccomponentes.com/lenovo-thinkpad-e14-gen-5-intel-core-i5-1335u-8gb-256gb-ssd-14,
4.2 GHz,4,16 GB,512 GB,14,Intel Iris Xe Graphics,3,Windows 10 Pro 64 bits,1.64 kg,https://www.pccomponentes.com/lenovo-thinkpad-e14-intel-core-i5-1135g7-16gb-512gb-ssd-14,
1.8/4.6 GHz,4,16,512,14,Integrated Intel UHD Graphics 620,5,Windows 10 Pro 64 bits,1.35,https://www.pccomponentes.com/lenovo-thinkpad-t490s-intel-core-i7-8565u-16gb-512gb-ssd-14,
3.4,,16,256,13,Integrated Qualcomm Adreno,2,Windows 11 Home,0.895,https://www.pccomponentes.com/portatil-microsoft-surface-pro-copilot-pc-platino-qualcomm-snapdragon-x-plus-x1p-64-100-16gb-256gb-ssd-13,
3.70GHz,10,32,1TB,15.6,Intel Iris Xe,5,Ubuntu/Windows 11 Pro,1.65kg,https://www.pccomponentes.com/portatil-vant-moove15-intel-core-i7-1355u-32gb-1tb-ssd-156-ubuntu,
1.3 GHz,4,32,1000,15.6,Intel Iris Xe,5,Windows 11 Pro,1.67,https://www.pccomponentes.com/portatil-vanwin-ns2152uc-intel-core-i5-1240p-32gb-1tb-ssd-156,4000
2.0 GHz,4,16 GB,512 GB,14 inches,,3,Windows 11 Pro,1.69 kg,https://www.pccomponentes.com/portatil-asus-expertbook-b1-b1502cva-bq1636x-intel-core-i5-1335u-8gb-512gb-ssd-156,
2.6 GHz,,16,512,15.6,GeForce RTX 30,2,,2.3,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a15-fa506ncr-hn077-amd-ryzen-7-7435hs-16gb-512gb-ssd-156,48
,4,8,512,14,,3,,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj1710-intel-core-i5-1334u-8gb-512gb-ssd-156,
2.80 GHz,4,8 GB,512 GB,15.6,AMD Radeon Graphics,3,Windows 11 Home 64 bits,1.77 kg,https://www.pccomponentes.com/acer-extensa-15-ex215-23-r4lz-amd-ryzen-5-7520u-8gb-512gb-ssd-156,
2.8 GHz,4,16 GB,256 GB,15.4 inches,Not specified,1 (via Thunderbolt 3),macOS Sierra,1.83 kg,https://www.pccomponentes.com/apple-macbook-pro-touch-bar-intel-core-i7-16gb-256gb-ssd-radeon-pro-555-154-gris-teclado-ingles,
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,,,,https://www.pccomponentes.com/portatil-asus-tuf-507nur-lp11-amd-ryzen-7-7435-16gb-512gb-ssd-rtx-4050,
4.6 Ghz,10,8,256,15.6,Intel Iris Xe Graphics,3,Windows 11 Pro,1.63,https://www.pccomponentes.com/dell-vostro-3530-intel-core-i5-1355u-8gb-256gb-ssd-156,
5,10,8,512,15.6,,4,Windows 11 Home,1.59,https://www.pccomponentes.com/hp-15-fd0056ns-intel-core-i7-1355u-8gb-512gb-ssd-156,
2.0 GHz,4,8,256,14,,3,FreeDOS,1.69,https://www.pccomponentes.com/hp-15s-fq5114ns-intel-core-i7-1255u-16gb-512-gb-ssd-156,
4.5GHz,6,8,256,15.6,Intel UHD,3,Windows 11 Pro,1.52,https://www.pccomponentes.com/hp-250-g10-intel-core-i3-1315u-8-gb-256gb-ssd-156,
2.0,4,8,256,,Intel,1,,1.33,https://www.pccomponentes.com/hp-elitebook-830-g5-intel-core-i5-8350u-16gb-256gb-ssd-133,
4 GHz,6,16,512,15.6,AMD Radeon,4,Windows 11 Home,1.75,https://www.pccomponentes.com/hp-pavilion-15-eh1001ns-amd-ryzen-5-5500u-16gb-512gb-ssd-156,
4.4 GHz,12,16,512,15.6,NVIDIA GeForce RTX 2050,3,FreeDOS,2.29,https://www.pccomponentes.com/portatil-hp-victus-15-fa1020ns-intel-core-i5-12450h-16gb-512gb-ssd-rtx-2050-156,
,,16,512,15.6,Intel,4,,1.32,https://www.pccomponentes.com/lenovo-thinkpad-t480s-intel-core-i5-8350u-16gb-256gb-ssd-14,
1.60 GHz,4,8,256,13.3,Intel UHD Graphics,6,Windows 10 Pro 64 bits,1.25,https://www.pccomponentes.com/lenovo-thinkpad-x13-yoga-gen-1-intel-core-i5-10210u-8gb-256gb-ssd-133-tactil,
4.2 GHz,4,8,512,15.6,Intel Iris Xe,3,Windows 11 Home 64 bits,1.7,https://www.pccomponentes.com/lenovo-v15-g2-itl-intel-core-i5-1135g7-8gb-512gb-ssd-156-negro,
4.1GHz,4,8,256,15.6,AMD Radeon™ 610M Graphics,3,Windows 11 Home,1.65,https://www.pccomponentes.com/lenovo-v15-gen4-amn-amd-ryzen-3-7320u-8-gb-256gb-ssd-156,
1.8 GHz,4,8,256,13.5,Intel Iris Plus Graphics,2,Windows 10 Home 64 bits,1.2,https://www.pccomponentes.com/microsoft-surface-laptop-3-intel-core-i5-1035g7-8gb-256gb-ssd-135-tactil-platino,
